Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (CAD),@ qty,Minimum Quantity,Packaging,Series,Part Status,Resistance (Ohms),Tolerance,Power (Watts),Composition,Features,Temperature Coefficient,Operating Temperature,Package / Case,Supplier Device Package,Size / Dimension,Height - Seated (Max),Number of Terminations,Failure Rate
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P133HCT-ND,ERJ-3EKF1330V,Panasonic Electronic Components,RES SMD 133 OHM 1% 1/10W 0603,118374,0,0.16,0,1,Cut Tape (CT),ERJ,Active,133,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P137HCT-ND,ERJ-3EKF1370V,Panasonic Electronic Components,RES SMD 137 OHM 1% 1/10W 0603,35624,0,0.16,0,1,Cut Tape (CT),ERJ,Active,137,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P140HCT-ND,ERJ-3EKF1400V,Panasonic Electronic Components,RES SMD 140 OHM 1% 1/10W 0603,2611,0,0.16,0,1,Cut Tape (CT),ERJ,Active,140,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P143HCT-ND,ERJ-3EKF1430V,Panasonic Electronic Components,RES SMD 143 OHM 1% 1/10W 0603,36471,0,0.16,0,1,Cut Tape (CT),ERJ,Active,143,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P147HCT-ND,ERJ-3EKF1470V,Panasonic Electronic Components,RES SMD 147 OHM 1% 1/10W 0603,66939,0,0.16,0,1,Cut Tape (CT),ERJ,Active,147,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P150HCT-ND,ERJ-3EKF1500V,Panasonic Electronic Components,RES SMD 150 OHM 1% 1/10W 0603,99652,0,0.16,0,1,Cut Tape (CT),ERJ,Active,150,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P154HCT-ND,ERJ-3EKF1540V,Panasonic Electronic Components,RES SMD 154 OHM 1% 1/10W 0603,3710,0,0.16,0,1,Cut Tape (CT),ERJ,Active,154,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P158HCT-ND,ERJ-3EKF1580V,Panasonic Electronic Components,RES SMD 158 OHM 1% 1/10W 0603,45142,0,0.16,0,1,Cut Tape (CT),ERJ,Active,158,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P160HCT-ND,ERJ-3EKF1600V,Panasonic Electronic Components,RES SMD 160 OHM 1% 1/10W 0603,77775,0,0.16,0,1,Cut Tape (CT),ERJ,Active,160,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P162HCT-ND,ERJ-3EKF1620V,Panasonic Electronic Components,RES SMD 162 OHM 1% 1/10W 0603,159801,0,0.16,0,1,Cut Tape (CT),ERJ,Active,162,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P165HCT-ND,ERJ-3EKF1650V,Panasonic Electronic Components,RES SMD 165 OHM 1% 1/10W 0603,166096,0,0.16,0,1,Cut Tape (CT),ERJ,Active,165,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P169HCT-ND,ERJ-3EKF1690V,Panasonic Electronic Components,RES SMD 169 OHM 1% 1/10W 0603,25921,0,0.16,0,1,Cut Tape (CT),ERJ,Active,169,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P174HCT-ND,ERJ-3EKF1740V,Panasonic Electronic Components,RES SMD 174 OHM 1% 1/10W 0603,116536,0,0.16,0,1,Cut Tape (CT),ERJ,Active,174,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P178HCT-ND,ERJ-3EKF1780V,Panasonic Electronic Components,RES SMD 178 OHM 1% 1/10W 0603,62767,0,0.16,0,1,Cut Tape (CT),ERJ,Active,178,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P180HCT-ND,ERJ-3EKF1800V,Panasonic Electronic Components,RES SMD 180 OHM 1% 1/10W 0603,2716,0,0.16,0,1,Cut Tape (CT),ERJ,Active,180,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P182HCT-ND,ERJ-3EKF1820V,Panasonic Electronic Components,RES SMD 182 OHM 1% 1/10W 0603,31018,0,0.16,0,1,Cut Tape (CT),ERJ,Active,182,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P187HCT-ND,ERJ-3EKF1870V,Panasonic Electronic Components,RES SMD 187 OHM 1% 1/10W 0603,110592,0,0.16,0,1,Cut Tape (CT),ERJ,Active,187,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P191HCT-ND,ERJ-3EKF1910V,Panasonic Electronic Components,RES SMD 191 OHM 1% 1/10W 0603,1244,0,0.16,0,1,Cut Tape (CT),ERJ,Active,191,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P196HCT-ND,ERJ-3EKF1960V,Panasonic Electronic Components,RES SMD 196 OHM 1% 1/10W 0603,66168,0,0.16,0,1,Cut Tape (CT),ERJ,Active,196,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P200HCT-ND,ERJ-3EKF2000V,Panasonic Electronic Components,RES SMD 200 OHM 1% 1/10W 0603,0,0,0.16,0,1,Cut Tape (CT),ERJ,Active,200,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P205HCT-ND,ERJ-3EKF2050V,Panasonic Electronic Components,RES SMD 205 OHM 1% 1/10W 0603,61887,0,0.16,0,1,Cut Tape (CT),ERJ,Active,205,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P210HCT-ND,ERJ-3EKF2100V,Panasonic Electronic Components,RES SMD 210 OHM 1% 1/10W 0603,145568,0,0.16,0,1,Cut Tape (CT),ERJ,Active,210,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P215HCT-ND,ERJ-3EKF2150V,Panasonic Electronic Components,RES SMD 215 OHM 1% 1/10W 0603,201845,0,0.16,0,1,Cut Tape (CT),ERJ,Active,215,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P220HCT-ND,ERJ-3EKF2200V,Panasonic Electronic Components,RES SMD 220 OHM 1% 1/10W 0603,45972,0,0.16,0,1,Cut Tape (CT),ERJ,Active,220,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P221HCT-ND,ERJ-3EKF2210V,Panasonic Electronic Components,RES SMD 221 OHM 1% 1/10W 0603,90875,0,0.16,0,1,Cut Tape (CT),ERJ,Active,221,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P226HCT-ND,ERJ-3EKF2260V,Panasonic Electronic Components,RES SMD 226 OHM 1% 1/10W 0603,70090,0,0.16,0,1,Cut Tape (CT),ERJ,Active,226,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P232HCT-ND,ERJ-3EKF2320V,Panasonic Electronic Components,RES SMD 232 OHM 1% 1/10W 0603,84847,0,0.16,0,1,Cut Tape (CT),ERJ,Active,232,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P237HCT-ND,ERJ-3EKF2370V,Panasonic Electronic Components,RES SMD 237 OHM 1% 1/10W 0603,3016,0,0.16,0,1,Cut Tape (CT),ERJ,Active,237,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P240HCT-ND,ERJ-3EKF2400V,Panasonic Electronic Components,RES SMD 240 OHM 1% 1/10W 0603,336031,0,0.16,0,1,Cut Tape (CT),ERJ,Active,240,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P243HCT-ND,ERJ-3EKF2430V,Panasonic Electronic Components,RES SMD 243 OHM 1% 1/10W 0603,55337,0,0.16,0,1,Cut Tape (CT),ERJ,Active,243,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P249HCT-ND,ERJ-3EKF2490V,Panasonic Electronic Components,RES SMD 249 OHM 1% 1/10W 0603,8072,0,0.16,0,1,Cut Tape (CT),ERJ,Active,249,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P255HCT-ND,ERJ-3EKF2550V,Panasonic Electronic Components,RES SMD 255 OHM 1% 1/10W 0603,101979,0,0.16,0,1,Cut Tape (CT),ERJ,Active,255,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P261HCT-ND,ERJ-3EKF2610V,Panasonic Electronic Components,RES SMD 261 OHM 1% 1/10W 0603,19,0,0.16,0,1,Cut Tape (CT),ERJ,Active,261,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P267HCT-ND,ERJ-3EKF2670V,Panasonic Electronic Components,RES SMD 267 OHM 1% 1/10W 0603,25277,0,0.16,0,1,Cut Tape (CT),ERJ,Active,267,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P270HCT-ND,ERJ-3EKF2700V,Panasonic Electronic Components,RES SMD 270 OHM 1% 1/10W 0603,80276,0,0.16,0,1,Cut Tape (CT),ERJ,Active,270,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P274HCT-ND,ERJ-3EKF2740V,Panasonic Electronic Components,RES SMD 274 OHM 1% 1/10W 0603,99701,0,0.16,0,1,Cut Tape (CT),ERJ,Active,274,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P280HCT-ND,ERJ-3EKF2800V,Panasonic Electronic Components,RES SMD 280 OHM 1% 1/10W 0603,26256,0,0.16,0,1,Cut Tape (CT),ERJ,Active,280,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P287HCT-ND,ERJ-3EKF2870V,Panasonic Electronic Components,RES SMD 287 OHM 1% 1/10W 0603,6326,0,0.16,0,1,Cut Tape (CT),ERJ,Active,287,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P294HCT-ND,ERJ-3EKF2940V,Panasonic Electronic Components,RES SMD 294 OHM 1% 1/10W 0603,4,0,0.16,0,1,Cut Tape (CT),ERJ,Active,294,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P300HCT-ND,ERJ-3EKF3000V,Panasonic Electronic Components,RES SMD 300 OHM 1% 1/10W 0603,1323550,0,0.16,0,1,Cut Tape (CT),ERJ,Active,300,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P301HCT-ND,ERJ-3EKF3010V,Panasonic Electronic Components,RES SMD 301 OHM 1% 1/10W 0603,159305,0,0.16,0,1,Cut Tape (CT),ERJ,Active,301,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P309HCT-ND,ERJ-3EKF3090V,Panasonic Electronic Components,RES SMD 309 OHM 1% 1/10W 0603,46053,0,0.16,0,1,Cut Tape (CT),ERJ,Active,309,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P316HCT-ND,ERJ-3EKF3160V,Panasonic Electronic Components,RES SMD 316 OHM 1% 1/10W 0603,67118,0,0.16,0,1,Cut Tape (CT),ERJ,Active,316,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P324HCT-ND,ERJ-3EKF3240V,Panasonic Electronic Components,RES SMD 324 OHM 1% 1/10W 0603,90462,0,0.16,0,1,Cut Tape (CT),ERJ,Active,324,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P330HCT-ND,ERJ-3EKF3300V,Panasonic Electronic Components,RES SMD 330 OHM 1% 1/10W 0603,0,0,0.16,0,1,Cut Tape (CT),ERJ,Active,330,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C298.pdf,//media.digikey.com/Photos/Panasonic%20Photos/MFG_ERJ-P6W%20Series.jpg,P332HCT-ND,ERJ-3EKF3320V,Panasonic Electronic Components,RES SMD 332 OHM 1% 1/10W 0603,283159,0,0.16,0,1,Cut Tape (CT),ERJ,Active,332,ñ1%,"0.1W, 1/10W",Thick Film,Automotive AEC-Q200,ñ100ppm/øC,-55øC ~ 155øC,0603 (1608 Metric),603,"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.022"" (0.55mm)",2,-
